index,CashRatio,CurrentRatio,FixedAssets,ForYear,EarningsPerShare,TotalAssets,TotalCurrentAssets,TotalCurrentLiabilities,TotalEquity,Investments,NetCashFlow,ProfitMargin,TotalRevenue,EstimatedSharesOutstanding
278,7,29,32905000000,2014,1.39,40104000000,1937000000,6720000000,24556000000,0,-3000000,7,15456000000,129386238.5
279,5,21,32819000000,2014,1.59,39448000000,1488000000,6921000000,24204000000,-2000000,-131000000,8,15884000000,129466357.3
280,20,35,31818000000,2014,2.26,39237000000,2451000000,6956000000,23771000000,-219000000,1064000000,11,15714000000,129664102.6
281,9,24,32429000000,2014,0,38936000000,1689000000,7072000000,22597000000,-291000000,-792000000,17,16389000000,129940652.8
282,292,388,593400000,2014,3.5,13378200000,7550500000,1945500000,5589900000,-388400000,1144000000,22,6493900000,130090000
283,357,460,642600000,2014,2.49,17340100000,9712600000,2112200000,6524800000,-552900000,887200000,26,7670400000,130232538.3
284,333,477,814100000,2014,2.02,26964400000,9400900000,1968900000,5919000000,1729800000,758700000,17,9256000000,130303571.4
285,269,367,929800000,2014,0,28085600000,10867500000,2959200000,6599300000,-765400000,1289600000,18,11229200000,130337078.7
286,137,275,792781000,2014,1.16,4098364000,1761708000,640432000,3167664000,-36221000,-114743000,14,2910748000,130465949.8
287,224,370,924260000,2014,1.54,4530565000,2348786000,634315000,3565968000,190810000,432826000,15,3402703000,130720318.7
288,66,235,1309214000,2014,1.57,5561984000,1827833000,777866000,3870384000,720406000,-233081000,12,4425267000,130828674.7
289,42,192,1552524000,2014,0,5629963000,1619361000,845401000,3927947000,-18179000,-231261000,13,4796473000,130892448.5
290,239,295,3900500000,2014,28.94,10166900000,2807600000,950200000,5902200000,48400000,1067900000,31,6104000000,131118210.9
291,225,318,4780700000,2014,24.87,10678100000,2630100000,828300000,5076100000,13500000,-564100000,28,5474700000,131250000
292,213,258,5525800000,2014,27.16,11254200000,2530500000,979700000,4209700000,5000000,285800000,46,4743200000,131284403.7
293,25,93,8539000000,2014,2.97,12738900000,1127100000,1215200000,4035200000,12800000,-1710600000,15,4308300000,131360897.4
294,0,0,643000000,2014,0,1.27E+11,0,0,24129000000,1635000000,-631000000,12,5513000000,131542647.1
295,0,0,592000000,2014,0,1.22E+11,0,0,19196000000,-2070000000,-306000000,67,5133000000,132177264
296,0,0,595000000,2014,1.55,1.33E+11,0,0,19268000000,-9778000000,519000000,16,5342000000,132312925.2
297,0,0,595000000,2014,1.55,1.38E+11,0,0,19646000000,-5584000000,-191000000,16,5276000000,132520000
298,47,129,586000000,2014,2.5,4098100000,933800000,725600000,2060900000,0,91600000,12,2921900000,132923076.9
299,76,171,594100000,2014,2.85,4259700000,1115800000,651200000,2299900000,0,153900000,12,3194300000,133168656.7
300,47,112,616200000,2014,3.06,4359200000,1018100000,905300000,2101900000,0,-73900000,13,3297600000,133239156.6
301,38,104,609600000,2014,3.13,4256900000,906000000,872700000,2023200000,0,-93000000,12,3394800000,133587547.9
302,6,47,37167000000,2014,-1.46,41611000000,2948000000,6266000000,15569000000,1605000000,-64000000,6,12316000000,133606557.4
303,17,66,37134000000,2014,0.73,41782000000,3656000000,5515000000,15995000000,71000000,550000000,4,19080000000,133695652.2
304,73,132,32515000000,2014,1.93,40751000000,7468000000,5656000000,16903000000,222000000,3271000000,8,23125000000,133886823.1
305,22,67,14298000000,2014,-22.43,17357000000,2480000000,3685000000,2138000000,-10000000,-3283000000,115,12764000000,134178947.4
306,17,136,149851000,2014,3.68,2804225000,1672290000,1232217000,1504372000,0,-163650000,5,11359113000,134432669.3
307,13,131,160703000,2014,2.65,2802818000,1664485000,1269981000,939724000,0,-47972000,3,12752076000,134545454.5
308,31,134,152471000,2014,3.06,3214338000,2105459000,1575860000,1047015000,0,-33107000,3,13470067000,134569105.7
309,12,119,190874000,2014,3.52,3184358000,1730698000,1448597000,1150450000,0,39289000,4,13476084000,134595375.7
310,1,22,7981000000,2014,-1.65,17295000000,322000000,1467000000,151000000,-676000000,14000000,2,8155000000,135081967.2
311,0,21,8373000000,2014,-1.7,24388000000,345000000,1635000000,146000000,0,-18000000,2,9108000000,135123042.5
312,0,17,8345000000,2014,-2.43,39316000000,345000000,1972000000,-46000000,0,2000000,3,9754000000,135261437.9
313,16,34,32963000000,2014,0,1.49E+11,3300000000,9572000000,40139000000,0,1530000000,12,29003000000,135346756.2
314,0,0,1120000000,2014,5.7,53734000000,0,0,9769000000,132000000,-1712000000,6,29119000000,135375838.9
315,0,0,1464000000,2014,5.28,54336000000,0,0,10567000000,660000000,-183000000,5,32380000000,135383524.9
316,0,0,1502000000,2014,7.97,55870000000,0,0,10774000000,-1258000000,-1375000000,6,34914000000,135443894.4
317,0,0,1534000000,2014,8.17,57088000000,0,0,12035000000,-990000000,548000000,6,37876000000,135777777.8
318,0,0,217000000,2014,2.59,16548000000,0,0,5453000000,-303000000,49000000,10,4111000000,135997093.8
319,0,0,210000000,2014,3.16,17662000000,0,0,6070000000,-507000000,-54000000,11,4531000000,136064814.8
320,0,0,194000000,2014,3.21,18748000000,0,0,6573000000,-311000000,158000000,11,4945000000,136321621.6
321,0,0,185000000,2014,3.87,18888000000,0,0,6427000000,-615000000,-47000000,12,5142000000,136501079.9
322,24,122,3842000000,2014,5.19,13394000000,4556000000,3736000000,2189000000,-398000000,6000000,14,17085000000,136570561.5
323,21,108,4083000000,2014,2.41,13985000000,4931000000,4579000000,2305000000,-238000000,78000000,13,17420000000,136722352.9
324,28,123,4080000000,2014,2.38,13459000000,4863000000,3946000000,1145000000,-57000000,127000000,13,17277000000,136892876
325,27,124,3796000000,2014,1.53,11958000000,4384000000,3534000000,-299000000,-143000000,-119000000,9,16034000000,137024390.2
326,26,125,1021000000,2014,4.37,4311000000,1420000000,1134000000,146000000,135000000,32000000,10,5533000000,137830508.5
327,20,85,977000000,2014,4.31,4258000000,1395000000,1638000000,154000000,0,30000000,10,5514000000,137875464.7
328,27,102,918000000,2014,4.45,4164000000,1429000000,1405000000,118000000,0,53000000,10,5655000000,138260869.6
329,26,95,906000000,2014,5.01,4518000000,1485000000,1558000000,297000000,0,19000000,11,5761000000,138272425.2
330,0,0,594000000,2014,2.92,65224000000,0,0,7150000000,1214000000,1917000000,20,2666000000,138282208.6
331,0,0,532000000,2014,3.28,69186000000,0,0,7402000000,-3694000000,-380000000,23,2607000000,138289473.7
332,0,0,550000000,2014,2.93,71877000000,0,0,7560000000,-3153000000,76000000,18,2819000000,138385964.9
333,0,0,501000000,2014,0,72978000000,0,0,7796000000,-195000000,1071000000,16,2960000000,138529411.8
334,0,0,724000000,2014,2.71,38863200000,0,0,21419100000,-27400000,562400000,32,2782400000,138643067.8
335,0,0,513400000,2014,2.94,54277800000,0,0,21154800000,127700000,865000000,35,2784900000,139074550.1
336,0,0,508900000,2014,3.37,72241500000,0,0,20923500000,-800000,-1103600000,38,2993100000,139281768
337,0,0,491700000,2014,3.71,67371500000,0,0,20551800000,148800000,326500000,39,3209400000,139399624.8
338,290,334,963238000,2014,10.58,2009280000,666307000,199228000,1538288000,-228389000,650000,10,3214591000,139564784.1
339,309,350,1106984000,2014,14.35,2527317000,859511000,245710000,2012369000,-266254000,96262000,11,4108269000,139568345.3
340,237,291,1217220000,2014,15.3,2725066000,814647000,279942000,2127974000,-206722000,-171460000,11,4501223000,139674042.6
341,148,185,1303558000,2014,0,2026103000,522374000,281793000,1402493000,585648000,-160125000,1,3904384000,139702890.2
342,85,257,3156000000,2014,7.93,14728000000,8639000000,3368000000,7510000000,66000000,1330000000,9,17301000000,139869281
343,60,225,3686000000,2014,9.04,15764000000,9055000000,4021000000,7749000000,-9000000,-398000000,9,19221000000,139920000
344,48,209,3745000000,2014,7.86,15134000000,7947000000,3803000000,7406000000,-11000000,-590000000,7,19110000000,140335195.5
345,32,178,3800000000,2014,0,15011000000,7707000000,4325000000,6875000000,-255000000,-591000000,8,17509000000,140856770.8
346,10,130,12246000000,2014,1.71,17416000000,2526000000,1945000000,3454000000,-139000000,79000000,7,6566000000,141028873.2
347,13,133,13412000000,2014,1.76,19185000000,2597000000,1948000000,3670000000,-255000000,45000000,7,7179000000,141262953.4
348,12,101,14705000000,2014,1.9,20299000000,2320000000,2302000000,3938000000,-385000000,39000000,8,6456000000,141537387.4
349,10,86,15715000000,2014,0,21622000000,2280000000,2655000000,4253000000,-136000000,-31000000,9,6399000000,141553935.9
350,0,0,375893000,2014,0.04,2773905000,0,0,953056000,-106000000,270000000,0,8110000000,141622807
351,0,0,395000000,2014,2.98,3529000000,0,0,1234000000,-211000000,194000000,2,10863000000,141952506.6
352,0,0,445000000,2014,2.3,5824000000,0,0,1744000000,-609000000,572000000,2,16560000000,142117567.6
353,0,0,518000000,2014,2.99,7339000000,0,0,2157000000,-652000000,150000000,2,22760000000,142361111.1
354,33,80,13597000000,2014,0.98,22871000000,2874000000,3575000000,4301000000,-365000000,426000000,6,7452000000,142363636.4
355,32,88,9593000000,2014,0.73,21870000000,2658000000,3019000000,4329000000,9000000,-438000000,4,8106000000,142510822.5
356,44,117,10502000000,2014,1.42,23200000000,3268000000,2792000000,4548000000,-1000000,90000000,7,9226000000,142737081.7
357,43,109,11537000000,2015,-1.61,21334000000,2689000000,2467000000,3461000000,180000000,-34000000,9,7386000000,142754032.3
358,0,0,3587000000,2015,6.21,3.13E+11,0,0,40499000000,-651000000,5220000000,15,23771000000,142857142.9
359,0,0,3839000000,2015,7.05,2.97E+11,0,0,41632000000,4287000000,-4767000000,17,24176000000,142911877.4
360,0,0,3685000000,2015,7.71,3.08E+11,0,0,45053000000,-15602000000,951000000,19,23869000000,142957627.1
361,0,0,3584000000,2015,7.15,3.34E+11,0,0,47284000000,-19270000000,781000000,16,25038000000,143037974.7
362,7,61,4310977000,2015,0.63,4616313000,270310000,444139000,2131447000,-6863000,825000,11,1204546000,143311854.7
363,13,93,4546227000,2015,0.67,4981080000,378899000,407905000,2204602000,-18875000,-7336000,16,1746278000,143408788.3
364,4,83,4925711000,2015,0.25,5437716000,413447000,499018000,2142733000,-252794000,-2446000,5,2173011000,143478260.9
365,0,61,4976879000,2015,-0.28,5261899000,144786000,235552000,2009188000,-45385000,-20440000,8,1357150000,144044321.3
366,20,156,773000000,2015,4.63,5400000000,3094000000,1981000000,1618000000,0,56000000,14,4474000000,144105691.1
367,15,146,919000000,2015,4.47,7063000000,3204000000,2198000000,1884000000,0,-68000000,12,4979000000,144225000
368,12,157,964000000,2015,5.19,7304000000,3224000000,2060000000,1875000000,0,-71000000,13,5244000000,144416445.6
369,14,149,1035000000,2015,5.58,7707000000,3490000000,2346000000,2078000000,0,88000000,14,5259000000,144689341.7
370,24,233,739867000,2015,6.09,3137261000,747241000,321253000,2404535000,0,64553000,19,1587725000,144741052.6
371,6,179,937325000,2015,5.61,4458340000,791617000,442182000,2569878000,0,-52171000,16,1717776000,144800852.3
372,3,148,967097000,2015,0,4459864000,841428000,568782000,2667509000,0,-8796000,11,1797060000,145169712.8
373,19,174,877672000,2015,5.65,4475918000,934458000,536455000,2699867000,0,84391000,14,1966814000,145591411
374,46,119,13881000000,2015,4.68,30283000000,15840000000,13257000000,10833000000,-187000000,1116000000,2,1.05E+11,145639534.9
375,51,122,14830000000,2015,4.69,33024000000,17588000000,14412000000,12303000000,-97000000,1094000000,2,1.13E+11,145666666.7
376,39,101,15401000000,2015,5.41,33017000000,16779000000,16539000000,10617000000,-67000000,-937000000,2,1.16E+11,145806451.6
377,30,98,17043000000,2015,5.36,33163000000,15218000000,15575000000,12079000000,277000000,-1422000000,2,1.19E+11,146666666.7
378,89,178,125000,2015,0,2705000,1993000,1117000,43000,-702000,-1235000,82,1577000,146838235.3
379,508,592,128000,2015,0,7188000,6639000,1122000,4611000,-4688000,11000,239,1514000,146964379.1
380,14,207,6502000,2015,0,102946000,27083000,13110000,8869000,93000,1845000,61,79562000,147062500
381,15,221,6500000,2015,0,216895000,48658000,22048000,-77138000,0,1427000,104,99642000,147250728.9
382,10,68,2260000000,2015,1.46,8323000000,2221000000,3282000000,1217000000,0,66000000,6,8052000000,148064285.7
383,8,70,2318000000,2015,2.61,8113000000,2100000000,2989000000,1615000000,0,-169000000,10,8268000000,148271812.1
384,9,75,2347000000,2015,2.21,8077000000,2093000000,2806000000,1381000000,0,21000000,8,8082000000,148343396.2
385,12,75,2407000000,2015,1.82,7837000000,1908000000,2555000000,1525000000,0,43000000,7,7961000000,148442906.6
386,30,69,604669000,2015,-1.92,5528956000,2015880000,2917624000,2317633000,-179466000,139961000,9,3050195000,148511383.5
387,21,67,1240746000,2015,-0.39,9152930000,2680252000,3980188000,3038510000,484857000,34390000,6,4071003000,148639240.5
388,23,80,1125866000,2015,-0.42,10665127000,3514544000,4390103000,3975183000,-542782000,126482000,5,5373586000,149123742.1
389,24,77,1715828000,2015,-0.07,12770772000,4347327000,5617005000,5002869000,-967711000,250246000,1,6667216000,149147277.9
390,230,298,3322000000,2015,1.87,1.01E+11,65521000000,21996000000,59120000000,-3916000000,-1874000000,21,48607000000,149304175
391,263,339,3252000000,2015,1.5,1.05E+11,67114000000,19809000000,56654000000,-2635000000,-1199000000,17,47142000000,149414519.9
392,258,313,3332000000,2015,1.76,1.13E+11,73368000000,23412000000,59698000000,-8379000000,151000000,18,49161000000,149538365.7
393,264,316,3506000000,2015,2.13,1.22E+11,78719000000,24911000000,63586000000,-4032000000,754000000,22,49247000000,150077720.2
394,1,113,436732000,2015,0,2161282000,794371000,702047000,1067087000,0,1000000,7,4069746000,150120873.8
395,12,93,530087000,2015,0.54,4846300000,1004522000,1085739000,64546000,0,125037000,2,4250447000,150800000
396,45,107,27291000000,2015,0,31782000000,2602000000,2424000000,10483000000,145000000,-192000000,15,12026000000,151291156.5
397,46,122,28584000000,2015,1.93,33053000000,2572000000,2107000000,11152000000,241000000,77000000,15,12669000000,151526717.6
398,74,145,30174000000,2015,2,34745000000,2840000000,1952000000,11652000000,-514000000,-41000000,17,11811000000,151750980.4
399,50,122,31150000000,2015,0,35414000000,2487000000,2040000000,11679000000,396000000,-25000000,15,11069000000,151757419.4
400,64,292,986703000,2015,2.53,4345632000,1624826000,556256000,2201492000,-16986000,12448000,7,4245964000,151839080.5
401,81,287,855702000,2015,3.08,4462452000,1805681000,630131000,2192858000,169697000,161015000,9,4193844000,152091071.4
402,85,341,871421000,2015,3.68,4192460000,1735807000,508669000,1932455000,-256000,-96215000,10,4476886000,152115625
403,26,195,994237000,2015,6.3,4104393000,1590035000,815555000,1842659000,520870000,-277716000,14,4905458000,152150537.6
404,5,79,18909000000,2015,1.25,53940000000,3638000000,4595000000,19289000000,0,83000000,4,18376000000,153232323.2
405,4,89,18646000000,2015,-0.4,51787000000,3907000000,4409000000,17191000000,0,-43000000,1,18095000000,153294396.6
406,3,69,18433000000,2015,1.36,49103000000,2696000000,3918000000,15023000000,0,-40000000,4,18031000000,153853825.9
407,3,58,18069000000,2015,1.58,47604000000,2650000000,4604000000,14060000000,0,-2000000,5,17900000000,153896961.7
408,208,350,971486000,2015,3.49,6521571000,4814294000,1377330000,4854383000,-175687000,259171000,14,7346472000,153965297.7
409,211,346,1081164000,2015,4.07,8134718000,6147882000,1774508000,6135791000,-275400000,642900000,14,8843200000,154166666.7
410,146,248,1247200000,2015,2.37,11479000000,6420600000,2592100000,7740200000,-257100000,-202900000,14,10262700000,154618284.4
411,182,291,1271400000,2015,2.67,13065400000,7908600000,2713700000,9278100000,-1096100000,115100000,13,12416000000,155405515.6
412,50,107,338996000,2015,1.82,5212249000,1563095000,1464061000,3319807000,-428227000,-362869000,12,2918434000,155508474.6
413,50,106,367779000,2015,1.48,5512007000,1688324000,1590109000,2173645000,-289305000,-20591000,8,3142856000,155845575.2
414,52,100,373817000,2015,2.01,5467517000,1683951000,1680969000,1973446000,205987000,108369000,10,3275594000,156382978.7
415,54,83,343820000,2015,0,6390227000,2561277000,3098349000,2608727000,-310711000,588438000,16,3418265000,156753003.5
416,27,164,8615000000,2015,3.77,71526000000,25325000000,15425000000,37938000000,510000000,2714000000,4,1.27E+11,156878431.4
417,13,137,8843000000,2015,3.98,74187000000,25983000000,19027000000,37958000000,519000000,-1608000000,3,1.39E+11,156944905.7
418,11,126,9855000000,2015,4.66,92437000000,29158000000,23169000000,37196000000,387000000,-22000000,3,1.53E+11,157577717.4
419,13,118,10175000000,2015,0,94462000000,31042000000,26250000000,36830000000,256000000,912000000,3,1.78E+11,157618437.9
420,62,163,1.41E+11,2015,13.42,2.33E+11,55720000000,34212000000,1.37E+11,115000000,5075000000,11,2.31E+11,157687963
421,50,152,1.65E+11,2015,11.18,2.54E+11,50250000000,33018000000,1.49E+11,219000000,-4694000000,10,2.20E+11,158299350.6
422,41,132,1.83E+11,2015,10.21,2.66E+11,42232000000,31926000000,1.55E+11,-355000000,-3460000000,10,2.00E+11,158317171.7
423,43,134,1.90E+11,2015,2.46,2.66E+11,35347000000,26464000000,1.53E+11,166000000,-1763000000,4,1.30E+11,158734655.3
424,0,62,8014035000,2015,4.18,8589437000,458882000,740086000,3466196000,23536000,2538000,24,1819814000,158886069.7
425,0,69,8965730000,2015,2.39,9591164000,520875000,756868000,3757949000,-32341000,-2859000,11,2319919000,158925000
426,0,94,10220449000,2015,4.89,11751780000,1188396000,1264627000,5280788000,41933000,0,20,2660147000,158965043.5
427,38,220,10996065000,2015,0.54,12641876000,1314550000,596420000,6942551000,541574000,228529000,4,1803573000,159312320.9
428,6,66,30773000000,2015,0.53,46838000000,5140000000,7763000000,10568000000,-36000000,146000000,2,12835000000,159507785.9
429,13,85,32628000000,2015,2.93,50096000000,5940000000,6994000000,11642000000,409000000,68000000,13,13120000000,159898477.2
430,8,78,36270000000,2015,2.25,54327000000,5615000000,7198000000,11555000000,-25000000,2000000,11,12436000000,160405405.4
431,8,52,41554000000,2015,3.21,58797000000,4191000000,8120000000,12664000000,-901000000,289000000,16,11683000000,160685863.9
432,31,68,21854000000,2015,12.41,52252000000,9651000000,14152000000,11643000000,-202000000,428000000,28,37773000000,161326530.6
433,26,54,21929000000,2015,0.79,54005000000,9158000000,16847000000,8813000000,-262000000,-756000000,2,40362000000,161359782.6
434,31,52,23039000000,2015,5.68,53134000000,9056000000,17526000000,10850000000,-759000000,-116000000,11,40704000000,161424418.6
435,24,49,24375000000,2015,0,51261000000,7451000000,15239000000,12287000000,979000000,790000000,11,39639000000,162016814.2
436,68,182,12993000000,2015,5.22,51499000000,24384000000,13367000000,16229000000,-5000000,4562000000,17,28998000000,162460097.3
437,51,189,10008000000,2015,3.95,50490000000,26082000000,13805000000,13320000000,444000000,-2031000000,13,28406000000,162525000
438,60,169,9784000000,2015,2.17,41166000000,17387000000,10316000000,9993000000,-161000000,-1610000000,8,25130000000,162548262.5
439,67,192,9231000000,2015,0,39964000000,17117000000,8897000000,9998000000,-837000000,-695000000,10,24594000000,162988732.4
440,23,204,9124100000,2015,9.18,59521300000,45102700000,22138800000,10265800000,-3106100000,-1148200000,9,37795400000,163022222.2
441,23,215,9593300000,2015,8.71,61336400000,46044400000,21393700000,9062600000,-1513400000,283000000,9,36066900000,163203463.2
442,22,205,10151900000,2015,0,57947600000,42135800000,20569500000,6743400000,629000000,375200000,7,28862800000,163395922.3
443,25,211,11072100000,2015,0.91,57981400000,41004900000,19402400000,6520000000,655100000,173600000,6,26644000000,163551401.9
444,0,0,534000000,2015,4.47,75283000000,0,0,9778000000,-4444000000,1076000000,26,8984000000,163607594.9
445,0,0,654000000,2015,4.97,79340000000,0,0,10809000000,-3040000000,3970000000,26,9370000000,163625000
446,0,0,670000000,2015,4.91,83126000000,0,0,11134000000,-4128000000,730000000,24,9611000000,163824289.4
447,0,0,693000000,2015,5.14,86936000000,0,0,11275000000,-2708000000,2288000000,23,10002000000,164285714.3
448,8,154,2088665000,2015,2.87,10367682000,2677113000,1738547000,4985330000,0,14683000,6,16022128000,164658593.8
449,28,177,2080305000,2015,3.17,10867524000,3205607000,1811971000,5402193000,0,364757000,6,17504167000,165251798.6
450,30,180,2116075000,2015,3.5,11208642000,3532609000,1962472000,5710038000,0,74257000,6,18909588000,165334527.7
451,8,172,2264062000,2015,3.96,11257885000,3432410000,1995596000,5377876000,0,-421876000,6,20368562000,165992531.1
452,28,149,1110000000,2015,3.49,9284000000,1561000000,1048000000,4163000000,16000000,148000000,8,7383000000,166027065.5
453,17,122,805000000,2015,5.58,8948000000,1383000000,1132000000,3948000000,2000000,-126000000,12,7146000000,166100611.6
454,11,94,933000000,2015,3.83,9857000000,1603000000,1709000000,4301000000,11000000,5000000,7,7435000000,166233333.3
455,11,128,925000000,2015,4.92,9962000000,1501000000,1173000000,4684000000,-32000000,-59000000,9,7493000000,166360139.9
456,0,0,106700000,2015,1.44,8856400000,0,0,4058500000,241400000,-109400000,7,6259300000,166504461.9
457,0,0,190800000,2015,1.57,10185400000,0,0,5115800000,-176300000,-315600000,7,8024900000,166717204.3
458,0,0,146900000,2015,2.05,11151000000,0,0,5894300000,-86400000,722000000,7,10824000000,166956329.1
459,0,0,195400000,2015,2.39,11558900000,0,0,6792500000,-46200000,-80600000,7,12157400000,167187500
460,40,180,2140900000,2015,3.45,32941000000,7587800000,4206100000,19016500000,0,1141700000,13,18260400000,167391304.3
461,69,201,2211300000,2015,3.87,34672200000,9113700000,4527400000,22385300000,958600000,1436500000,15,18283100000,168273092.4
462,56,175,2171900000,2015,3.7,36991700000,9431300000,5396400000,23378100000,253800000,-109600000,14,19154000000,168299516.9
463,13,127,2825600000,2015,4.81,48222200000,7836700000,6170400000,23690300000,-44100000,-2214800000,16,20563100000,168421052.6
464,34,121,22380000000,2015,3.42,81241000000,14109000000,11704000000,45429000000,479000000,544000000,14,45041000000,168979591.8
465,26,114,23332000000,2015,4.31,84141000000,15169000000,13292000000,44958000000,395000000,-510000000,15,48813000000,169084507
466,26,103,25179000000,2015,4.95,88182000000,16758000000,16334000000,44525000000,166000000,848000000,16,52465000000,169968656.7
467,27,101,27349000000,2015,5.76,92033000000,16966000000,16842000000,43265000000,45000000,341000000,17,55632000000,170083108.1
468,32,186,514000000,2015,3.01,14979000000,2410000000,1294000000,6196000000,-36000000,-793000000,19,5535000000,171182423.2
469,14,96,554000000,2015,0.38,15970000000,2491000000,2604000000,5602000000,-119000000,-41000000,18,6265000000,172323232.3
470,25,164,488000000,2015,0,15864000000,2596000000,1579000000,5451000000,-194000000,23000000,16,6394000000,172367149.8
471,19,166,482000000,2015,0,15758000000,2599000000,1561000000,5167000000,-185000000,-90000000,18,6497000000,172648484.8
472,32,186,514000000,2015,0,14979000000,2410000000,1294000000,6196000000,-36000000,-793000000,19,5535000000,173808463.3
473,14,96,554000000,2015,0,15970000000,2491000000,2604000000,5602000000,-119000000,-41000000,18,6265000000,174277283.2
474,25,164,488000000,2015,0,15864000000,2596000000,1579000000,5451000000,-194000000,23000000,16,6394000000,174768518.5
475,19,166,482000000,2016,0,15758000000,2599000000,1561000000,5167000000,-185000000,-90000000,18,6497000000,176389162.6
476,36,148,3216000000,2016,3.9,11047000000,5752000000,3894000000,2911000000,0,284000000,8,15051000000,177381739.1
477,22,134,3532000000,2016,4.5,10721000000,5224000000,3889000000,2510000000,0,-485000000,9,15499000000,177403846.2
478,14,130,3377000000,2016,5.08,11973000000,5121000000,3927000000,2250000000,0,-325000000,10,15165000000,177815699.7
479,20,131,3515000000,2016,0,12292000000,5419000000,4148000000,2401000000,-1000000,259000000,8,16661000000,177870909.1
480,0,0,7536502000,2016,1.48,8819214000,0,0,3468305000,-850169000,15650000,16,1279067000,177989821.9
481,0,0,8313582000,2016,2.12,9626830000,0,0,3610516000,-886818000,-2387000,21,1482259000,178558888.9
482,0,0,8108558000,2016,1,9526784000,0,0,3878256000,-646978000,-15266000,12,1616438000,178581818.2
483,0,0,8664105000,2016,1.56,11451267000,0,0,4500132000,-2626315000,22239000,17,1763336000,178884800
484,59,218,960700000,2016,2.7,2752000000,1473500000,676200000,1667300000,51300000,111600000,8,7394500000,178947368.4
485,39,201,1094000000,2016,2.74,2771900000,1378500000,686300000,1170700000,5900000,-132200000,8,7840300000,178974505.9
486,100,231,1210500000,2016,2.91,3492700000,1994600000,861600000,1785000000,9000000,596400000,7,8602200000,179237288.1
487,35,188,3137600000,2016,1.27,15901200000,3935900000,2095400000,4406900000,29300000,-128000000,2,15498400000,180792682.9
488,17,85,40600000,2016,6.47,1991800000,747400000,876700000,-1017400000,6000000,64700000,18,1663000000,180851063.8
489,28,96,39600000,2016,6.61,1890300000,822400000,852300000,-1048400000,-7200000,86800000,17,1558400000,181627907
490,27,80,22000000,2016,8.06,1986200000,932600000,1158900000,-1203300000,-7700000,83500000,19,1584500000,181671304.3
491,38,100,27200000,2016,4.68,2273600000,959600000,959200000,-1116800000,-21900000,46300000,10,1637100000,181904761.9
492,60,202,787849000,2016,5.86,10855181000,2717972000,1342248000,5377396000,0,3806000,14,7155096000,182046750.5
493,33,139,837069000,2016,4.65,9030291000,2833969000,2038849000,3700725000,0,-122301000,10,7752728000,182632743.4
494,26,177,854269000,2016,5.52,8606076000,2419010000,1367182000,3644575000,-17752000,-319396000,13,6956311000,182903669.7
495,18,133,945670000,2016,0,10115991000,2589191000,1940318000,3799746000,0,-13039000,7,6794342000,183000000
496,15,109,1173000000,2016,3.08,8201000000,1119000000,1030000000,2277000000,0,-213000000,10,5997000000,183100751.9
497,23,117,1141000000,2016,3.59,8265000000,1211000000,1038000000,2294000000,0,90000000,11,6121000000,183152173.9
498,58,115,1156000000,2016,4,8869000000,1817000000,1583000000,2183000000,-35000000,683000000,12,6282000000,183255152.7
